Category_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Age_actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,Female_actor,Category_director,Nominee_director,Winner_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Category_film,Film_film,Winner_film,Nom_BAFTA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film,budget,genres,homepage,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Supporting Actor,Jason Robards,1,1978,7.4,66,73,11,1,0,0,0,0,0,1,0,1,1,1,1,1,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Fred Zinnemann,0,1/20/1978,66,73,0,0,0,1,1,1,1,1,1,0,0,0,Picture,Julia,0,1,1,0,1,0,0,0,0,0,0,0,"[{""id"": 18, ""name"": ""Drama""}]",empty,42222,"[{""id"": 9713, ""name"": ""friends""}, {""id"": 10965, ""name"": ""playwright""}]",en,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",6.077735,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/2/1977,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The story of two women whose friendship suddenly became a matter of life and death.,6.3,30
Supporting Actor,Maximilian Schell,0,1978,7.4,66,73,11,0,0,0,0,0,0,1,0,2,1,1,1,1,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Fred Zinnemann,0,1/20/1978,66,73,0,0,0,1,1,1,1,1,1,0,0,0,Picture,Julia,0,1,1,0,1,0,0,0,0,0,0,0,"[{""id"": 18, ""name"": ""Drama""}]",empty,42222,"[{""id"": 9713, ""name"": ""friends""}, {""id"": 10965, ""name"": ""playwright""}]",en,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",6.077735,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/2/1977,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The story of two women whose friendship suddenly became a matter of life and death.,6.3,30
Supporting Actress,Vanessa Redgrave,1,1978,7.4,66,73,11,0,0,0,0,0,0,1,1,3,0,1,0,1,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Fred Zinnemann,0,1/20/1978,66,73,0,0,0,1,1,1,1,1,1,0,0,0,Picture,Julia,0,1,1,0,1,0,0,0,0,0,0,0,"[{""id"": 18, ""name"": ""Drama""}]",empty,42222,"[{""id"": 9713, ""name"": ""friends""}, {""id"": 10965, ""name"": ""playwright""}]",en,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",6.077735,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/2/1977,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The story of two women whose friendship suddenly became a matter of life and death.,6.3,30
Supporting Actor,Alec Guinness,0,1978,8.7,96,93,11,0,0,0,0,0,0,1,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,George Lucas,0,5/25/1977,96,93,0,0,0,1,0,1,0,1,0,1,0,0,Picture,Star Wars,0,1,0,0,1,0,0,0,0,0,0,11000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,11,"[{""id"": 803, ""name"": ""android""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 4271, ""name"": ""hermit""}, {""id"": 10013, ""name"": ""death star""}, {""id"": 10016, ""name"": ""lightsaber""}, {""id"": 10527, ""name"": ""jedi""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 11195, ""name"": ""empire""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 155336, ""name"": ""smuggler""}, {""id"": 160134, ""name"": ""the force""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 163295, ""name"": ""galactic war""}, {""id"": 178710, ""name"": ""stormtrooper""}, {""id"": 178712, ""name"": ""totalitarianism""}]",en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,126.393695,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/25/1977,775398007,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A long time ago in a galaxy far, far away...",8.1,6624
Actor,Robert De Niro,0,1979,8.2,92,94,9,1,0,0,0,1,0,0,0,2,1,1,1,1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Director,Michael Cimino,1,2/23/1979,92,94,1,0,1,1,1,1,0,0,1,0,0,0,Picture,The Deer Hunter,1,1,0,0,1,0,0,0,0,0,0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",empty,11778,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 225061, ""name"": ""friend""}, {""id"": 228755, ""name"": ""viet cong""}, {""id"": 228756, ""name"": ""pittsburgh steelers""}]",en,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",19.786392,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""EMI Films Ltd."", ""id"": 538}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/8/1978,50000000,183,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,One of the most important and powerful films of all time!,7.8,921
Supporting Actor,Christopher Walken,1,1979,8.2,92,94,9,1,0,0,0,0,0,1,0,0,0,0,0,1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Director,Michael Cimino,1,2/23/1979,92,94,1,0,1,1,1,1,0,0,1,0,0,0,Picture,The Deer Hunter,1,1,0,0,1,0,0,0,0,0,0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",empty,11778,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 225061, ""name"": ""friend""}, {""id"": 228755, ""name"": ""viet cong""}, {""id"": 228756, ""name"": ""pittsburgh steelers""}]",en,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",19.786392,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""EMI Films Ltd."", ""id"": 538}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/8/1978,50000000,183,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,One of the most important and powerful films of all time!,7.8,921
Supporting Actress,Meryl Streep,0,1979,8.2,92,94,9,1,0,0,0,0,0,1,0,0,0,0,0,1,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Director,Michael Cimino,1,2/23/1979,92,94,1,0,1,1,1,1,0,0,1,0,0,0,Picture,The Deer Hunter,1,1,0,0,1,0,0,0,0,0,0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",empty,11778,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 225061, ""name"": ""friend""}, {""id"": 228755, ""name"": ""viet cong""}, {""id"": 228756, ""name"": ""pittsburgh steelers""}]",en,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",19.786392,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""EMI Films Ltd."", ""id"": 538}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/8/1978,50000000,183,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,One of the most important and powerful films of all time!,7.8,921
Actor,Roy Scheider,0,1980,7.8,86,85,9,1,0,1,0,0,0,0,0,1,0,1,0,1,48,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Director,Bob Fosse,0,12/20/1979,86,85,0,0,0,0,0,0,1,1,0,0,0,1,Picture,All That Jazz,0,0,0,0,0,0,0,0,0,0,0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",empty,16858,"[{""id"": 837, ""name"": ""show business""}, {""id"": 886, ""name"": ""film making""}, {""id"": 4345, ""name"": ""tap dancing""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 18298, ""name"": ""tv show in film""}, {""id"": 33731, ""name"": ""stand-up comedian""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 156507, ""name"": ""rainstorm""}, {""id"": 157959, ""name"": ""surgery""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 165399, ""name"": ""editing""}, {""id"": 165402, ""name"": ""semi autobiographical""}, {""id"": 165407, ""name"": ""restroom""}, {""id"": 165419, ""name"": ""screening room""}, {""id"": 165420, ""name"": ""amphetamine""}, {""id"": 165423, ""name"": ""prescription drug abuse""}]",en,"Bob Fosse's semi-autobiographical film celebrates show business stripped of glitz or giddy illusions. Joe Gideon (Roy Scheider) is at the top of the heap, one of the most successful directors and choreographers in musical theatre. But he can feel his world slowly collapsing around him--his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",5.159407,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/1979,37823676,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,7.3,85
Supporting Actor,Robert Duvall,0,1980,8.5,94,97,8,1,1,0,0,0,0,1,1,1,0,1,0,1,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Director,Francis Ford Coppola,0,8/15/1979,94,97,1,1,0,1,1,1,1,1,0,0,1,0,Picture,Apocalypse Now,0,1,0,0,1,0,0,0,0,0,0,31500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",http://www.apocalypsenow.com,28,"[{""id"": 1008, ""name"": ""guerrilla""}, {""id"": 1261, ""name"": ""river""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2959, ""name"": ""vietcong""}, {""id"": 2960, ""name"": ""cambodia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 10148, ""name"": ""tribe""}, {""id"": 10403, ""name"": ""green beret""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 34079, ""name"": ""death""}, {""id"": 177275, ""name"": ""napalm""}]",en,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",49.973462,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Zoetrope Studios"", ""id"": 26663}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/15/1979,89460381,153,"[{""iso_639_1"": ""km"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,This is the end...,8,2055
Actor,Robert De Niro,1,1981,8.2,93,97,8,1,0,0,0,1,1,0,0,3,1,1,1,1,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Director,Martin Scorsese,0,12/19/1980,93,97,0,0,0,1,0,1,0,0,0,0,0,1,Picture,Raging Bull,0,0,0,0,1,0,0,0,0,0,0,18000000,"[{""id"": 18, ""name"": ""Drama""}]",empty,1578,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 5573, ""name"": ""broken nose""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 155464, ""name"": ""over-the-hill fighter""}]",en,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",35.524457,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/14/1980,23000000,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,empty,7.7,938
Supporting Actor,Joe Pesci,0,1981,8.2,93,97,8,0,0,0,0,0,0,1,0,0,0,0,0,1,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Director,Martin Scorsese,0,12/19/1980,93,97,0,0,0,1,0,1,0,0,0,0,0,1,Picture,Raging Bull,0,0,0,0,1,0,0,0,0,0,0,18000000,"[{""id"": 18, ""name"": ""Drama""}]",empty,1578,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 5573, ""name"": ""broken nose""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 155464, ""name"": ""over-the-hill fighter""}]",en,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",35.524457,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/14/1980,23000000,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,empty,7.7,938
Supporting Actress,Cathy Moriarty,0,1981,8.2,93,97,8,0,0,0,0,0,0,1,0,0,0,0,0,1,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Director,Martin Scorsese,0,12/19/1980,93,97,0,0,0,1,0,1,0,0,0,0,0,1,Picture,Raging Bull,0,0,0,0,1,0,0,0,0,0,0,18000000,"[{""id"": 18, ""name"": ""Drama""}]",empty,1578,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 5573, ""name"": ""broken nose""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 155464, ""name"": ""over-the-hill fighter""}]",en,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",35.524457,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/14/1980,23000000,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,empty,7.7,938
Actor,John Hurt,0,1981,8.2,93,90,8,1,1,0,0,1,0,0,0,1,0,1,0,1,41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,David Lynch,0,10/10/1980,93,90,0,0,0,1,1,1,0,0,0,0,0,1,Picture,The Elephant Man,0,1,1,0,1,0,0,0,0,0,0,5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",empty,1955,"[{""id"": 2804, ""name"": ""exploitation""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 158023, ""name"": ""curiosity""}, {""id"": 163075, ""name"": ""sideshow""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 203624, ""name"": ""physical deformity""}, {""id"": 207673, ""name"": ""freak""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 208666, ""name"": ""dignity""}]",en,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",30.271066,"[{""name"": ""Brooksfilms"", ""id"": 5612}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/2/1980,26010864,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I am not an animal! I am a human being! I... am... a man!,7.9,719
Actress,Mary Tyler Moore,0,1981,7.8,88,90,6,1,0,0,0,1,1,0,0,0,0,0,0,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Robert Redford,1,2/26/1981,88,90,1,0,1,1,0,1,0,0,1,0,0,0,Picture,Ordinary People,1,0,0,0,1,0,1,0,0,0,0,6000000,"[{""id"": 18, ""name"": ""Drama""}]",empty,16619,"[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 159138, ""name"": ""death of son""}, {""id"": 172291, ""name"": ""grieving""}]",en,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",12.541983,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Wildwood Enterprises"", ""id"": 316}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/19/1980,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everything is in its proper place...except the past.,7.4,145
Supporting Actor,Timothy Hutton,1,1981,7.8,88,90,6,0,0,0,0,0,0,1,1,0,0,0,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Robert Redford,1,2/26/1981,88,90,1,0,1,1,0,1,0,0,1,0,0,0,Picture,Ordinary People,1,0,0,0,1,0,1,0,0,0,0,6000000,"[{""id"": 18, ""name"": ""Drama""}]",empty,16619,"[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 159138, ""name"": ""death of son""}, {""id"": 172291, ""name"": ""grieving""}]",en,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",12.541983,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Wildwood Enterprises"", ""id"": 316}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/19/1980,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everything is in its proper place...except the past.,7.4,145
Supporting Actor,Judd Hirsch,0,1981,7.8,88,90,6,0,0,0,0,0,0,1,0,0,0,0,0,1,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Robert Redford,1,2/26/1981,88,90,1,0,1,1,0,1,0,0,1,0,0,0,Picture,Ordinary People,1,0,0,0,1,0,1,0,0,0,0,6000000,"[{""id"": 18, ""name"": ""Drama""}]",empty,16619,"[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 159138, ""name"": ""death of son""}, {""id"": 172291, ""name"": ""grieving""}]",en,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",12.541983,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Wildwood Enterprises"", ""id"": 316}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/19/1980,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everything is in its proper place...except the past.,7.4,145
Actor,Warren Beatty,0,1982,7.5,82,94,12,1,0,0,0,1,0,0,0,2,0,1,0,1,45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Director,Warren Beatty,1,12/25/1981,82,94,1,0,1,1,0,1,0,1,0,0,0,1,Picture,Reds,0,0,0,0,1,0,0,0,0,0,0,32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",empty,18254,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 3460, ""name"": ""russian revolution 1917""}]",en,A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.,4.602185,"[{""name"": ""Barclays Mercantile Industrial Finance"", ""id"": 553}, {""name"": ""JRS Productions"", ""id"": 44485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/1981,40382659,195,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fi"", ""name"": ""suomi""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not since Gone With The Wind has there been a great romantic epic like it!,7.1,67
