Category_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Age_actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,Female_actor,Category_director,Nominee_director,Winner_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Category_film,Film_film,Winner_film,Nom_BAFTA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film,budget,genres,homepage,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Supporting Actress,Melissa Leo,1,2011,7.9,89,90,7,0,0,0,0,0,0,1,1,1,0,1,0,1,51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Director,David O. Russell,0,12/17/2010,89,90,0,0,0,1,0,1,0,0,0,0,0,1,Picture,The Fighter,0,0,0,0,1,0,0,1,0,0,1,25000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.thefightermovie.com,45317,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 154123, ""name"": ""irish american""}, {""id"": 166309, ""name"": ""documentary crew""}, {""id"": 174093, ""name"": ""lowell massachusetts""}, {""id"": 174099, ""name"": ""blue collar worker""}, {""id"": 174107, ""name"": ""church bells""}, {""id"": 174109, ""name"": ""documentary filmmaking""}, {""id"": 174110, ""name"": ""boxer shorts""}, {""id"": 174116, ""name"": ""jumping rope""}, {""id"": 174117, ""name"": ""shadow boxing""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",31.019381,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/17/2010,93617009,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every dream deserves a fighting chance.,7.2,1486
Supporting Actress,Amy Adams,0,2011,7.9,89,90,7,1,0,0,0,0,0,1,0,2,0,1,0,1,37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Director,David O. Russell,0,12/17/2010,89,90,0,0,0,1,0,1,0,0,0,0,0,1,Picture,The Fighter,0,0,0,0,1,0,0,1,0,0,1,25000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.thefightermovie.com,45317,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 154123, ""name"": ""irish american""}, {""id"": 166309, ""name"": ""documentary crew""}, {""id"": 174093, ""name"": ""lowell massachusetts""}, {""id"": 174099, ""name"": ""blue collar worker""}, {""id"": 174107, ""name"": ""church bells""}, {""id"": 174109, ""name"": ""documentary filmmaking""}, {""id"": 174110, ""name"": ""boxer shorts""}, {""id"": 174116, ""name"": ""jumping rope""}, {""id"": 174117, ""name"": ""shadow boxing""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",31.019381,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/17/2010,93617009,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every dream deserves a fighting chance.,7.2,1486
Actor,Jean Dujardin,1,2012,7.9,87,96,10,1,1,1,1,0,0,0,0,0,0,0,0,1,40,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Director,Michel Hazanavicius,1,1/20/2012,87,96,0,1,1,1,1,1,0,0,1,0,0,0,Picture,The Artist,1,1,1,1,0,1,0,0,1,0,1,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.warnerbros.fr/the-artist,74643,"[{""id"": 887, ""name"": ""film producer""}, {""id"": 6966, ""name"": ""film history""}, {""id"": 10732, ""name"": ""movie studio""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 41390, ""name"": ""mustache""}, {""id"": 154800, ""name"": ""hollywoodland""}, {""id"": 154802, ""name"": ""silent film""}, {""id"": 154806, ""name"": ""marquee""}, {""id"": 158225, ""name"": ""terrier""}, {""id"": 162262, ""name"": ""movie star""}, {""id"": 164641, ""name"": ""flapper""}, {""id"": 188647, ""name"": ""silent film star""}]",en,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",29.943316,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""La Petite Reine"", ""id"": 1992}, {""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Jouror Productions"", ""id"": 12391}, {""name"": ""La Classe Am\u00e9ricaine"", ""id"": 50630}, {""name"": ""JD Prod"", ""id"": 71510}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/15/2011,133432856,100,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,A Breath Of Fresh Vintage Air,7.3,1049
Supporting Actress,Brnice Bejo,0,2012,7.9,87,96,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Director,Michel Hazanavicius,1,1/20/2012,87,96,0,1,1,1,1,1,0,0,1,0,0,0,Picture,The Artist,1,1,1,1,0,1,0,0,1,0,1,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.warnerbros.fr/the-artist,74643,"[{""id"": 887, ""name"": ""film producer""}, {""id"": 6966, ""name"": ""film history""}, {""id"": 10732, ""name"": ""movie studio""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 41390, ""name"": ""mustache""}, {""id"": 154800, ""name"": ""hollywoodland""}, {""id"": 154802, ""name"": ""silent film""}, {""id"": 154806, ""name"": ""marquee""}, {""id"": 158225, ""name"": ""terrier""}, {""id"": 162262, ""name"": ""movie star""}, {""id"": 164641, ""name"": ""flapper""}, {""id"": 188647, ""name"": ""silent film star""}]",en,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",29.943316,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""La Petite Reine"", ""id"": 1992}, {""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Jouror Productions"", ""id"": 12391}, {""name"": ""La Classe Am\u00e9ricaine"", ""id"": 50630}, {""name"": ""JD Prod"", ""id"": 71510}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/15/2011,133432856,100,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,A Breath Of Fresh Vintage Air,7.3,1049
Actor,George Clooney,0,2012,7.3,79,89,5,1,0,0,0,1,1,0,0,3,1,1,1,1,51,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Alexander Payne,0,12/9/2011,79,89,0,0,0,1,0,1,0,1,0,0,0,1,Picture,The Descendants,0,1,0,0,1,0,1,1,0,0,1,20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.foxsearchlight.com/thedescendants/,65057,"[{""id"": 1668, ""name"": ""hawaii""}, {""id"": 4604, ""name"": ""father-in-law""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 11501, ""name"": ""cheating wife""}, {""id"": 34145, ""name"": ""beach house""}, {""id"": 155879, ""name"": ""boating accident""}, {""id"": 155881, ""name"": ""estate""}, {""id"": 155882, ""name"": ""dying mother""}, {""id"": 155884, ""name"": ""beautiful girl""}, {""id"": 155888, ""name"": ""teenage daughter""}, {""id"": 155891, ""name"": ""trustee""}, {""id"": 155892, ""name"": ""trust fund""}, {""id"": 155894, ""name"": ""wild girl""}, {""id"": 155896, ""name"": ""wild child""}, {""id"": 177259, ""name"": ""realtor""}]",en,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",40.903931,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Ad Hominem Enterprises"", ""id"": 2361}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/9/2011,177243185,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The South Pacific ain't that terrific.,6.7,934
Actor,Daniel Day-Lewis,1,2013,7.4,80,90,12,1,1,0,0,1,1,0,0,4,2,1,1,1,56,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Director,Steven Spielberg,0,11/16/2012,80,90,0,0,0,1,0,1,1,1,0,0,0,1,Picture,Lincoln,0,1,0,0,1,0,0,1,0,0,1,65000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",empty,72976,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 6001, ""name"": ""speech""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185718, ""name"": ""cultural conflict""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 185723, ""name"": ""battle of gettysburg""}, {""id"": 185728, ""name"": ""secession""}, {""id"": 185730, ""name"": ""presidential cabinet""}, {""id"": 185733, ""name"": ""gettysburg address""}, {""id"": 185736, ""name"": ""conflagration""}, {""id"": 185740, ""name"": ""ethical dilemma""}, {""id"": 185742, ""name"": ""emancipation""}, {""id"": 209409, ""name"": ""abraham lincoln""}]",en,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",36.307296,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/9/2012,275293450,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",6.7,1429
Supporting Actor,Tommy Lee Jones,0,2013,7.4,80,90,12,1,0,0,0,0,0,1,0,3,1,1,1,1,67,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Director,Steven Spielberg,0,11/16/2012,80,90,0,0,0,1,0,1,1,1,0,0,0,1,Picture,Lincoln,0,1,0,0,1,0,0,1,0,0,1,65000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",empty,72976,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 6001, ""name"": ""speech""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185718, ""name"": ""cultural conflict""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 185723, ""name"": ""battle of gettysburg""}, {""id"": 185728, ""name"": ""secession""}, {""id"": 185730, ""name"": ""presidential cabinet""}, {""id"": 185733, ""name"": ""gettysburg address""}, {""id"": 185736, ""name"": ""conflagration""}, {""id"": 185740, ""name"": ""ethical dilemma""}, {""id"": 185742, ""name"": ""emancipation""}, {""id"": 209409, ""name"": ""abraham lincoln""}]",en,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",36.307296,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/9/2012,275293450,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",6.7,1429
Supporting Actress,Sally Field,0,2013,7.4,80,90,12,1,0,0,0,0,0,1,0,2,2,1,1,1,67,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Director,Steven Spielberg,0,11/16/2012,80,90,0,0,0,1,0,1,1,1,0,0,0,1,Picture,Lincoln,0,1,0,0,1,0,0,1,0,0,1,65000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",empty,72976,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 6001, ""name"": ""speech""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185718, ""name"": ""cultural conflict""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 185723, ""name"": ""battle of gettysburg""}, {""id"": 185728, ""name"": ""secession""}, {""id"": 185730, ""name"": ""presidential cabinet""}, {""id"": 185733, ""name"": ""gettysburg address""}, {""id"": 185736, ""name"": ""conflagration""}, {""id"": 185740, ""name"": ""ethical dilemma""}, {""id"": 185742, ""name"": ""emancipation""}, {""id"": 209409, ""name"": ""abraham lincoln""}]",en,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",36.307296,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/9/2012,275293450,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",6.7,1429
Actor,Bradley Cooper,0,2013,7.8,86,92,8,1,0,1,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Director,David O. Russell,0,12/25/2012,86,92,0,0,0,0,0,0,0,1,0,0,0,1,Picture,Silver Linings Playbook,0,0,0,1,0,0,0,1,0,0,1,21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://silverliningsplaybookmovie.com/,82693,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 276, ""name"": ""philadelphia""}, {""id"": 795, ""name"": ""running""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 162970, ""name"": ""institutionalization""}, {""id"": 189447, ""name"": ""bipolar""}, {""id"": 189881, ""name"": ""philadelphia eagles""}]",en,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",63.599973,"[{""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/8/2012,205738714,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Watch For The Signs,6.9,4742
Actress,Jennifer Lawrence,1,2013,7.8,86,92,8,1,0,1,1,0,0,0,0,1,0,1,0,1,23,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Director,David O. Russell,0,12/25/2012,86,92,0,0,0,0,0,0,0,1,0,0,0,1,Picture,Silver Linings Playbook,0,0,0,1,0,0,0,1,0,0,1,21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://silverliningsplaybookmovie.com/,82693,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 276, ""name"": ""philadelphia""}, {""id"": 795, ""name"": ""running""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 162970, ""name"": ""institutionalization""}, {""id"": 189447, ""name"": ""bipolar""}, {""id"": 189881, ""name"": ""philadelphia eagles""}]",en,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",63.599973,"[{""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/8/2012,205738714,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Watch For The Signs,6.9,4742
Supporting Actor,Robert De Niro,0,2013,7.8,86,92,8,0,0,0,0,0,0,0,0,6,2,1,1,1,70,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Director,David O. Russell,0,12/25/2012,86,92,0,0,0,0,0,0,0,1,0,0,0,1,Picture,Silver Linings Playbook,0,0,0,1,0,0,0,1,0,0,1,21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://silverliningsplaybookmovie.com/,82693,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 276, ""name"": ""philadelphia""}, {""id"": 795, ""name"": ""running""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 162970, ""name"": ""institutionalization""}, {""id"": 189447, ""name"": ""bipolar""}, {""id"": 189881, ""name"": ""philadelphia eagles""}]",en,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",63.599973,"[{""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/8/2012,205738714,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Watch For The Signs,6.9,4742
Supporting Actress,Jacki Weaver,0,2013,7.8,86,92,8,0,0,0,0,0,0,0,0,1,0,1,0,1,66,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Director,David O. Russell,0,12/25/2012,86,92,0,0,0,0,0,0,0,1,0,0,0,1,Picture,Silver Linings Playbook,0,0,0,1,0,0,0,1,0,0,1,21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://silverliningsplaybookmovie.com/,82693,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 276, ""name"": ""philadelphia""}, {""id"": 795, ""name"": ""running""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 162970, ""name"": ""institutionalization""}, {""id"": 189447, ""name"": ""bipolar""}, {""id"": 189881, ""name"": ""philadelphia eagles""}]",en,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",63.599973,"[{""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/8/2012,205738714,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Watch For The Signs,6.9,4742
Actress,Emmanuelle Riva,0,2013,7.9,82,93,5,1,1,0,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Michael Haneke,0,9/20/2012,82,93,0,0,0,0,1,0,0,0,0,0,1,0,Picture,Amour,0,0,0,0,0,0,0,1,0,1,0,8900000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",empty,86837,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6027, ""name"": ""music""}, {""id"": 9673, ""name"": ""love""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 156151, ""name"": ""pigeon""}, {""id"": 157769, ""name"": ""stroke""}, {""id"": 181331, ""name"": ""octogenarian""}, {""id"": 227023, ""name"": ""old couple""}]",fr,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",17.151293,"[{""name"": ""Les Films du Losange"", ""id"": 223}, {""name"": ""Wega Film"", ""id"": 224}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",7/1/2012,19839492,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,empty,7.5,400
Actress,Quvenzhan Wallis,0,2013,7.3,76,86,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Director,Benh Zeitlin,0,7/5/2012,76,86,0,0,0,0,0,0,0,0,0,0,1,0,Picture,Beasts of the Southern Wild,0,0,0,0,0,0,0,1,0,0,1,1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.welcometothebathtub.com,84175,"[{""id"": 973, ""name"": ""refugee camp""}, {""id"": 2215, ""name"": ""hurricane""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 3528, ""name"": ""flooding""}, {""id"": 5769, ""name"": ""global warming""}, {""id"": 8029, ""name"": ""drama""}, {""id"": 9750, ""name"": ""bayou""}, {""id"": 9970, ""name"": ""crab""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 33648, ""name"": ""celebration""}, {""id"": 160069, ""name"": ""auroch""}, {""id"": 160071, ""name"": ""tough love""}, {""id"": 160073, ""name"": ""defrost""}, {""id"": 160075, ""name"": ""levee""}, {""id"": 166958, ""name"": ""prehistoric creature""}, {""id"": 166959, ""name"": ""lost mother""}, {""id"": 166964, ""name"": ""melting ice caps""}, {""id"": 166971, ""name"": ""shrimp""}, {""id"": 166973, ""name"": ""salt water""}, {""id"": 166974, ""name"": ""explosives""}, {""id"": 166979, ""name"": ""crawfish""}, {""id"": 166980, ""name"": ""shrimping""}, {""id"": 166989, ""name"": ""submerged""}, {""id"": 166992, ""name"": ""grits""}, {""id"": 166993, ""name"": ""african american child""}, {""id"": 166995, ""name"": ""wild man""}]",en,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",12.471239,"[{""name"": ""Journeyman Pictures"", ""id"": 2291}, {""name"": ""Court 13 Pictures"", ""id"": 6714}, {""name"": ""Cinereach"", ""id"": 12219}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/29/2012,21107746,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I  gotta take care of mine.,6.8,403
